"TID","EN","FR","DE","ES","IT","NL","NO","PT","TR","JP","CN","KR","RU","AR","CNT","FA","ID","MS","TL","VI"
"TID_LINK_CODE_GENERATE_CODE_TEXT","Use the link code below to transfer your village to another Android App Store. Check the tutorial for a detailed guide!","Utilisez le code d'association ci-dessous pour transférer votre village vers une autre boutique d'applications Android. Regardez le didacticiel pour des instructions détaillées !","Verwende den Verbindungscode, um dein Dorf in einen anderen Android-App-Shop zu übertragen. In der Anleitung findest du detaillierte Informationen dazu.","Usa el enlace de abajo para transferir tu aldea a otra tienda de aplicaciones para Android. Echa un vistazo al tutorial para saber cómo hacerlo.","Usa il codice di collegamento in basso per trasferire il tuo villaggio a un altro App Store di Android. Controlla il tutorial per una guida dettagliata!","Gebruik de onderstaande koppelcode om je dorp over te zetten naar een andere Android App Store. Bekijk de uitleg voor meer gedetailleerde instructies!","Bruk lenkekoden over for å overføre landsbyen din til en annen Android-appbutikk. Se opplæringen for en detaljert veiledning!","Use o código de vinculação abaixo para transferir a sua vila para outra Android App Store. Confira o tutorial para ver um guia detalhado!","Köyünü başka bir Android App Store'a aktarmak için aşağıdaki bağlantı kodunu kullan. Detaylı rehber için eğitime göz at!","下の関連づけコードを使って、村を他のAndroid アプリストアに転送しましょう。詳しいやり方はチュートリアルをご覧ください！","现在，请记住以下关联代码，您将在之后的转移过程中使用此代码。您可以查看教程以获得详细指南。","아래의 연동 코드를 사용하여 다른 Android App Store로 마을을 옮기세요. 튜토리얼에서 자세한 방법을 확인하세요!","Используйте код привязки для переноса деревни в другой Android App Storе. Посмотрите урок, чтобы узнать подробности.","استخدم رمز الربط في الأسفل لتحويل قريتك إلى متجر Android App آخر. قم بمشاهدة العرض التوضيحي للوصول إلى دليل مفصّل!","使用以下的關聯代碼以轉移您的村莊至另一個Android App Store。查看教學的詳細說明！","با استفاده از کد زیر، دهکده‌تان را به یک فروشگاه برنامه Android دیگر منتقل کنید. برای راهنمایی دقیق، مورد آموزشی را بررسی کنید!","Gunakan kode tautan di bawah untuk mentransfer desamu ke App Store Android lainnya. Lihat tutorial untuk panduan detailnya!","Gunakan kod pautan di bawah untuk memindahkan kampung anda ke Gedung Aplikasi Android. Lihat tutorial untuk panduan terperinci!","Gamitin ang link code sa ibaba para ilipat ang village mo sa ibang Android App Store. Tingnan ang tutorial para sa detalyadong guide!","Sử dụng mã liên kết bên dưới để chuyển làng của bạn sang Android App Store khác. Hãy xem hướng dẫn để biết chi tiết!"
"TID_LINK_DEVICES_ENTER_CODE_KUNLUN_TEXT","You can get a link code from your village by going to Settings - Link a device. Check our tutorial for a detailed guide!","Vous pouvez obtenir un code d'association dans votre village via Paramètres > Associer un appareil. Regardez notre didacticiel pour des instructions détaillées !","Den Verbindungcode für dein Dorf findest du unter Einstellungen - Gerät verbinden. In der Anleitung findest du detaillierte Informationen dazu.","Puedes conseguir un código de enlace desde Ajustes > Enlazar (debajo de Dispositivos). Echa un vistazo al tutorial para saber cómo hacerlo.","Puoi ottenere un codice di collegamento dal tuo villaggio tramite Impostazioni - Collega un dispositivo. Controlla il nostro tutorial per una guida dettagliata!","Je krijgt een koppelcode door in je dorp naar Instellingen - Koppel een apparaat te gaan. Bekijk de uitleg voor meer gedetailleerde instructies!","Du får en lenkekode fra landsbyen ved å gå til Innstillinger - Knytt sammen med en enhet. Se opplæringen for en detaljert veiledning!","Você pode conseguir um código de vinculação da sua vila em Configurações - Vincular um dispositivo. Confira o nosso tutorial para ver um guia detalhado!","Ayarlar - Bir cihaz bağla'ya giderek köyün için bir bağlantı kodu alabilirsin. Detaylı rehber için eğitime göz at!","村の関連付けコードは、設定画面の「デバイスを関連づける」で手に入ります。詳しいやり方はチュートリアルをご覧ください！","您可通过登录原有村庄，点击\q设置 - 关联另一设备/账号\q来获得村庄的关联代码。查看我们的教程以获得详细的指导说明。","설정 - 기기 연결을 통해 마을의 연동 코드를 받을 수 있습니다. 튜토리얼에서 자세한 방법을 확인하세요!","Получить код привязки можно, перейдя в «Настройки» -> «Привязать устройство». Посмотрите урок, чтобы узнать подробности.","يمكنك العثور على رمز الربط من قريتك بالانتقال إلى الإعدادات - ربط جهاز. راجع العرض التوضيحي للوصول إلى دليل مفصّل!","您可以從設定中的「關聯另一台裝置」取得一組關聯代碼。查看教學的詳細說明！","شما می‌توانید با رفتن به تنظیمات - پیوند یک دستگاه، یک کد پیوند از دهکده‌تان دریافت کنید. برای راهنمایی دقیق، مورد آموزشی را بررسی کنید!","Dapatkan kode tautan dari desa dengan masuk ke Setelan - Tautkan perangkat. Periksa tutorial untuk panduan detailnya!","Anda boleh mendapat kod pautan dari kampung anda dengan pergi ke Tetapan - Pautkan peranti. Semak tutorial kami untuk panduan terperinci!","Pwede kang makakuha ng link code mula sa village mo sa pamamagitan ng pagpunta sa Mga Setting - Mag-link ng device. Tingnan ang aming tutorial para sa detalyadong guide!","Bạn có thể lấy mã liên kết từ làng mình bằng cách vào phần Cài đặt - Liên kết thiết bị. Hãy xem hướng dẫn của chúng tôi để biết chi tiết!"
"TID_MORE_WECHAT","关注官方认证微信订阅号cocsupercell","关注官方认证微信订阅号cocsupercell","关注官方认证微信订阅号cocsupercell","关注官方认证微信订阅号cocsupercell","关注官方认证微信订阅号cocsupercell","关注官方认证微信订阅号cocsupercell","关注官方认证微信订阅号cocsupercell","关注官方认证微信订阅号cocsupercell","关注官方认证微信订阅号cocsupercell","关注官方认证微信订阅号cocsupercell","关注官方认证微信订阅号cocsupercell","关注官方认证微信订阅号cocsupercell","关注官方认证微信订阅号cocsupercell","关注官方认证微信订阅号cocsupercell","關注官方認證微信訂閱號cocsupercell","关注官方认证微信订阅号cocsupercell","关注官方认证微信订阅号cocsupercell","关注官方认证微信订阅号cocsupercell","关注官方认证微信订阅号cocsupercell","关注官方认证微信订阅号cocsupercell"
"TID_NEWS_ACCOUNT_TRANSFER","Get the official Chinese CoC Android version!","Procurez-vous la version chinoise officielle de CoC pour Android !","Hol dir die offizielle chinesische Android-Version von CoC!","¡Consigue la versión china oficial de CoC para Android!","Procurati la versione ufficiale cinese di CoC per Android!","Haal de officiële Chinese Android-versie van CoC!","Skaff deg den offisielle kinesiske CoC-versjonen til Android!","Obtenha a versão oficial chinesa de Coc!","Resmi Çince CoC Android sürümünü al!","Androidで、公式の中国版クラクラをゲットしましょう！","获取部落冲突中文官方安卓版本！","공식 중국 CoC Android 버전을 받으세요!","Получите официальную китайскую версию CoC для Android!","احصل على إصدار CoC الصيني الرسمي!","取得官方的CoC Android中文版本!","نسخه رسمی Chinese CoC Android را دریافت کنید!","Dapatkan CoC China resmi versi Android!","Dapatan versi Android CoC Cina rasmi!","Kunin ang opisyal na bersyon sa Android ng COC para sa China!","Tải phiên bản Android CoC tiếng Trung mới nhất!"
"TID_NEWS_ACCOUNT_TRANSFER_TEXT","Transfer your village now to a supported Android App Store to safeguard your village, get official player support, updates and more!","Transférez votre village vers une boutique d'applications Android prise en charge pour le sauvegarder et accéder au service d'assistance officiel, aux mises à jour et plus encore !","Jetzt kannst du dein Dorf in einen unterstützten Android-App-Shop übertragen, um die Daten deines Dorfes zu schützen sowie offiziellen Spieler-Support, Aktualisierungen und mehr zu erhalten!","Transfiere tu aldea a otro dispositivo Android compatible para proteger tus datos y recibir noticias, ayuda del servicio de asistencia ¡y mucho más!","Trasferisci subito il tuo villaggio a un App Store di Android supportato, per proteggerlo, ottenere aiuto dal servizio di assistenza, ricevere aggiornamenti e molto altro!","Zet je dorp nu over naar een ondersteunde Android App Store om je dorp veilig te stellen, officiële spelersondersteuning en updates te krijgen, en meer!","Overfør landsbyen nå til en støttet Android-appbutikk for å beskytte landsbyen, få offisiell spillstøtte, oppdateringer og mer!","Transfira a sua vila agora para outra Android App Store para salvar seus dados, receba suporte oficial ao jogador e ainda mais!","Köyünü hemen desteklenen bir Android App Store'a aktararak köyünü koru, resmi oyuncu yardımı, güncellemeler ve çok daha fazlasını al!","対応するAndroid アプリストアに村を転送すると、データが安全に保たれるだけではなく、公式のプレイヤーサポートやアップデートなどの特典があります！","还在担心村庄丢失吗？还在担心无法正常购买宝石吗？还在担心无法获得官方客服支持吗？快快将您的游戏转换为官方安卓版吧，这样您遇到的以上问题都将迎刃而解了！如何转移，请点击右方\q查看教程\q按钮。","지원되는 Android App Store로 지금 마을을 옮겨 보호하고, 공식 플레이어 지원과 업데이트 등 많은 혜택을 누리세요!","Перенесите свою деревню прямо сейчас в поддерживаемый Android App Store, чтобы обезопасить свою деревню и получать официальную поддержку, обновления и многое другое!","حوّل قريتك الآن إلى متجر Android App مدعوم لحماية قريتك، احصل على دعم اللاعبين الرسمي والتحديثات والمزيد!","現在就轉移您的村莊至已支援的Android App Store以保護您的村莊，取得官方的玩家支援、更新及更多！","اکنون برای محافظت از دهکده‌تان، دریافت پشتیبانی رسمی از بازیکن،به‌روزرسانی‌ها و غیره، دهکده‌تان را به یک فروشگاه برنامه Android پشتیبانی شده منتقل کنید!","Transfer desamu sekarang ke App Store Android yang didukung untuk mengamankan desamu, mendapatkan dukungan pemain resmi, pembaruan, dan lainnya!","Pindahkan kampung anda sekarang ke Gedung Aplikasi Android yang disokong untuk melindungi kampung anda, dapatkan sokongan rasmi, dapatkan sokongan pemain rasmi, kemas kini dan banyak lagi!","Ilipat na ang village mo sa isang sinusuportahang Android App Store para maprotektahan ang village mo, makakuha ng opisyal na support para sa player, update at marami pa!","Chuyển làng của bạn sang Android App Store được hỗ trợ để bảo vệ an toàn làng của bạn, được nhận hỗ trợ người chơi chính thức, bản cập nhật và nhiều thứ khác nữa!"
"TID_SLOW_SPEED_AND_ATTACK","Move/attack slow: <number>%","Ralentissement déplacement/attaque : <number> %","Verlangsamung: <number> %","Velocidad de movimiento/ataque: -<number> %","Rallentamento movimento/attacco: <number>%","Langzaam verplaatsen/aanvallen: <number>%","Forsinket bevegelse/angrep: <number> %","Ataque/movimento reduzido: <number>%","Yavaş hareket et/saldır: %<number>","移動/攻撃 速度低下： <number>%","移动/进攻减速：<number>%","이동/공격 감속: <number>%","Замедление движения и атаки: <number> %","تنقل/هجوم بطيء: <number>%","移動/攻擊緩速：<number>%","حرکت/حمله کند: <number>%","Kelambatan gerakan/serangan: <number>%","Bergerak/Menyerang perlahan: <number>%","Move/attack slow: <number>%","Di chuyển/tấn công chậm: <number>%"
"TID_WAR_TEAM_TAB_ATTACKS","Attacks","Attaques","Angriffe","Ataques","Attacchi","Aanvallen","Angrep","Ataques","Saldırılar","攻撃","进攻","공격","Атаки","هجمات","進攻","حمله‌ها","Serangan","Serang","Mga Pag-atake","Tấn công"
"TID_WAR_TEAM_TAB_DEFENSES","Defenses","Défenses","Verteidigungen","Defensas","Difese","Verdedigingswerken","Forsvar","Defesas","Savunma","防御","防御","방어","Защита","دفاعات","防禦","پدافند","Pertahanan","Pertahanan","Mga Depensa","Phòng thủ"
"TID_SLOW_ATTACK","Attack rate decrease: <number>%","Diminution taux d'attaques : <number> %","Angriffsverlangsamung: <number> %","Ataque: -<number> %","Riduzione frequenza di attacco: <number>%","Lagere aanvalssnelheid: <number>%","Svekking av angrepsrate: <number> %","Redução da taxa de ataque: <number>%","Saldırı oranı düşüşü: %<number>","攻撃速度低下： <number>%","攻击速度降低：<number>%","공격 속도 감소: <number>%","Скорость атаки снижена: <number> %","انخفاض معدل الهجوم: <number>%","進攻率降低:<number>%","کاهش میزان حمله: <number>%","Pengurangan laju serangan: <number>%","Pengurangan kadar serangan: <number>%","Bawas sa attack rate: <number>%","Mức giảm tốc độ tấn công: <number>%"
"TID_MAX_DPS","Max damage per second: <number>","Dégâts max. par seconde : <number>","Max. Schaden pro Sekunde: <number>","Daño máximo por segundo: <number>","Danno massimo al secondo: <number>","Max. schade per seconde: <number>","Maksimal skade per sekund: <number>","Dano máximo por segundo: <number>","Saniyedeki maksimum yıkım: <number>","最大ダメージ (毎秒)： <number>","每秒最大伤害值：<number>","초당 최대 피해: <number>","Макс. урон в секунду: <number>","أقصى ضرر في الثانية: <number>","每秒最高傷害：<number>","حداکثر آسیب در هر ثانیه: <number>","Maks. kerusakan per detik: <number>","Maks kerosakan setiap saat: <number>","Max na damage per second: <number>","Sát thương mỗi giây tối đa: <number>"
"TID_NEWS_SPELLS_TITLE","Reworked and Recharged Spells","Sorts retravaillés et rechargés","Überarbeitete Zauber mit angepasster Stärke","Ajustes en los hechizos","Incantesimi modificati e ricaricati","Aangepaste en sterkere spreuken","Omgjorte og ladede formler","Feitiços reformulados e recarregados","Yeniden İşlenmiş ve Şarj Edilmiş Büyüler","改善された呪文","重做与重新修改的法术","마법 개선 및 충전","Заклинания изменены и перезаряжены","عناصر سحر أعيد صياغتها وشحنها","重寫並修整法術","طلسم‌های دوباره کار و شارژ شده","Mantra Karya Ulang dan Isi Ulang","Kerja Semula dan Cas Semula Sihir","Mga Na-rework at Na-recharge na Spell","Thần chú được Làm lại và Nạp lại"
